,YEAR,MONTH,DAY,TYPE,PERIOD,SEASON,NEIGHBOURHOOD,Counts
4607,2019,4,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Shaughnessy,1
4608,2016,2,1,Theft from Vehicle,PM,Winter,Grandview-Woodland,25
4609,2014,12,1,Mischief,AM,Autumn,Riley Park,4
4610,2016,12,1,Other Theft,PM,Autumn,Renfrew-Collingwood,25
4611,2015,5,1,Theft from Vehicle,AM,Spring,Strathcona,9
4612,2019,6,1,Break and Enter Residential/Other,AM,Summer,Hastings-Sunrise,2
4613,2022,12,1,Other Theft,PM,Autumn,Killarney,6
4614,2012,2,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Arbutus Ridge,1
4615,2022,2,1,Other Theft,PM,Winter,Sunset,51
4616,2017,2,1,Theft of Bicycle,PM,Winter,Grandview-Woodland,3
4617,2017,9,1,Break and Enter Commercial,AM,Summer,Victoria-Fraserview,1
4618,2022,1,1,Break and Enter Commercial,AM,Winter,West End,15
4619,2014,8,1,Theft of Bicycle,PM,Summer,Kensington-Cedar Cottage,5
4620,2012,2,1,Mischief,AM,Winter,Victoria-Fraserview,3
4621,2015,9,1,Offence Against a Person,AM,Autumn,Oakridge,2
4622,2012,6,1,Offence Against a Person,AM,Summer,Mount Pleasant,11
4623,2015,3,1,Other Theft,PM,Winter,West Point Grey,3
4624,2014,10,1,Break and Enter Commercial,AM,Autumn,Kitsilano,2
4625,2021,2,1,Theft from Vehicle,PM,Winter,West Point Grey,4
4626,2013,11,1,Other Theft,AM,Autumn,Hastings-Sunrise,6
4627,2014,7,1,Theft of Vehicle,PM,Summer,Mount Pleasant,11
4628,2012,10,1,Break and Enter Residential/Other,AM,Autumn,Killarney,2
4629,2014,6,1,Theft from Vehicle,PM,Spring,Grandview-Woodland,18
4630,2016,2,1,Mischief,AM,Winter,Mount Pleasant,7
4631,2021,4,1,Mischief,PM,Spring,Strathcona,38
4632,2012,2,1,Theft of Vehicle,PM,Winter,Grandview-Woodland,2
4633,2019,12,1,Offence Against a Person,AM,Winter,Riley Park,1
4634,2012,4,1,Break and Enter Commercial,PM,Spring,Kensington-Cedar Cottage,6
4635,2022,3,1,Theft of Vehicle,PM,Spring,Sunset,2
4636,2014,6,1,Other Theft,PM,Summer,West End,16
4637,2019,1,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Victoria-Fraserview,2
4638,2020,12,1,Other Theft,AM,Autumn,Grandview-Woodland,9
4639,2018,5,1,Other Theft,PM,Spring,Mount Pleasant,60
4640,2022,6,1,Other Theft,AM,Spring,Kitsilano,3
4641,2014,4,1,Theft from Vehicle,PM,Spring,Oakridge,6
4642,2015,2,1,Theft from Vehicle,AM,Winter,Strathcona,12
4643,2014,6,1,Theft of Vehicle,PM,Summer,Central Business District,1
4644,2015,8,1,Other Theft,PM,Summer,Kitsilano,21
4645,2017,4,1,Theft of Vehicle,AM,Spring,Central Business District,4
4646,2019,9,1,Theft of Vehicle,PM,Summer,Fairview,3
4647,2016,11,1,Theft of Bicycle,PM,Autumn,Riley Park,4
4648,2016,12,1,Mischief,AM,Autumn,West End,8
4649,2017,4,1,Break and Enter Residential/Other,AM,Spring,Mount Pleasant,1
4650,2012,12,1,Theft of Bicycle,PM,Autumn,Oakridge,1
4651,2017,2,1,Break and Enter Commercial,PM,Winter,Sunset,3
4652,2014,11,1,Theft of Bicycle,AM,Autumn,Kensington-Cedar Cottage,1
4653,2012,11,1,Break and Enter Commercial,AM,Autumn,West End,9
4654,2013,2,1,Break and Enter Residential/Other,PM,Winter,Hastings-Sunrise,2
4655,2014,8,1,Other Theft,PM,Summer,Kitsilano,14
4656,2017,11,1,Other Theft,PM,Autumn,Shaughnessy,1
4657,2012,4,1,Offence Against a Person,AM,Spring,Central Business District,71
4658,2013,1,1,Mischief,AM,Winter,Renfrew-Collingwood,8
4659,2013,9,1,Other Theft,PM,Summer,Strathcona,16
4660,2014,1,1,Break and Enter Commercial,PM,Winter,South Cambie,3
4661,2012,5,1,Theft from Vehicle,AM,Spring,Arbutus Ridge,2
4662,2020,1,1,Theft of Vehicle,PM,Winter,West End,2
4663,2017,10,1,Theft from Vehicle,PM,Autumn,Mount Pleasant,52
4664,2022,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Marpole,2
4665,2019,6,1,Break and Enter Residential/Other,PM,Spring,Strathcona,3
4666,2014,4,1,Other Theft,AM,Spring,Strathcona,11
4667,2017,8,1,Other Theft,PM,Summer,Arbutus Ridge,1
4668,2021,6,1,Break and Enter Residential/Other,AM,Spring,Renfrew-Collingwood,3
4669,2015,9,1,Break and Enter Commercial,PM,Summer,Kitsilano,3
4670,2012,10,1,Theft of Bicycle,AM,Autumn,Shaughnessy,1
4671,2022,6,1,Theft from Vehicle,PM,Summer,Kensington-Cedar Cottage,7
4672,2017,4,1,Theft of Vehicle,PM,Spring,Central Business District,7
4673,2013,10,1,Mischief,AM,Autumn,Grandview-Woodland,17
4674,2015,6,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Fairview,2
4675,2012,3,1,Break and Enter Commercial,PM,Winter,Hastings-Sunrise,1
4676,2015,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Dunbar-Southlands,1
4677,2013,10,1,Break and Enter Residential/Other,PM,Autumn,Victoria-Fraserview,9
4678,2020,11,1,Offence Against a Person,AM,Autumn,Mount Pleasant,12
4679,2017,1,1,Theft of Vehicle,PM,Winter,Fairview,2
4680,2020,6,1,Theft of Bicycle,PM,Summer,Mount Pleasant,3
4681,2013,10,1,Break and Enter Residential/Other,AM,Autumn,Renfrew-Collingwood,9
4682,2020,12,1,Other Theft,PM,Autumn,Kensington-Cedar Cottage,24
4683,2021,1,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,Kerrisdale,1
4684,2014,4,1,Theft of Vehicle,PM,Spring,Shaughnessy,4
4685,2016,6,1,Theft from Vehicle,AM,Spring,Oakridge,4
4686,2013,3,1,Theft of Vehicle,PM,Spring,West End,1
4687,2017,3,1,Mischief,AM,Winter,Arbutus Ridge,1
4688,2012,10,1,Break and Enter Commercial,AM,Autumn,Oakridge,1
4689,2015,12,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Winter,South Cambie,1
4690,2014,6,1,Mischief,PM,Summer,Central Business District,16
4691,2014,11,1,Theft of Bicycle,AM,Autumn,Kerrisdale,1
4692,2013,4,1,Theft of Vehicle,PM,Spring,Grandview-Woodland,10
4693,2022,4,1,Offence Against a Person,AM,Spring,Strathcona,46
4694,2017,6,1,Break and Enter Residential/Other,PM,Summer,Shaughnessy,3
4695,2016,9,1,Break and Enter Residential/Other,AM,Autumn,Killarney,1
4696,2012,3,1,Break and Enter Residential/Other,AM,Spring,Central Business District,2
4697,2014,8,1,Break and Enter Residential/Other,PM,Summer,Victoria-Fraserview,11
4698,2022,10,1,Theft from Vehicle,PM,Autumn,Grandview-Woodland,19
4699,2021,5,1,Break and Enter Commercial,PM,Spring,Strathcona,10
4700,2013,5,1,Mischief,AM,Spring,Riley Park,4
4701,2013,1,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Winter,Hastings-Sunrise,1
4702,2018,3,1,Mischief,PM,Winter,Fairview,9
4703,2014,6,1,Other Theft,AM,Spring,Marpole,4
4704,2013,6,1,Mischief,PM,Summer,South Cambie,1
4705,2017,3,1,Mischief,PM,Winter,West End,11
4706,2015,2,1,Theft of Vehicle,AM,Winter,Renfrew-Collingwood,1
4707,2017,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Strathcona,4
4708,2016,1,1,Theft from Vehicle,AM,Winter,Mount Pleasant,20
4709,2015,4,1,Theft of Vehicle,PM,Spring,Hastings-Sunrise,5
4710,2014,2,1,Mischief,PM,Winter,Sunset,8
4711,2018,7,1,Theft from Vehicle,PM,Summer,Victoria-Fraserview,11
4712,2016,11,1,Theft from Vehicle,PM,Autumn,Oakridge,17
4713,2020,4,1,Theft of Vehicle,PM,Spring,Shaughnessy,1
4714,2017,6,1,Theft of Vehicle,PM,Summer,Shaughnessy,1
4715,2018,11,1,Theft from Vehicle,PM,Autumn,Kitsilano,35
4716,2014,6,1,Break and Enter Residential/Other,AM,Spring,Mount Pleasant,3
4717,2017,8,1,Mischief,PM,Summer,South Cambie,5
4718,2014,9,1,Theft from Vehicle,PM,Autumn,Grandview-Woodland,5
4719,2014,6,1,Other Theft,PM,Spring,Renfrew-Collingwood,21
4720,2015,12,1,Other Theft,PM,Winter,Kitsilano,2
4721,2014,11,1,Theft from Vehicle,AM,Autumn,Dunbar-Southlands,3
4722,2016,9,1,Other Theft,PM,Summer,Marpole,14
4723,2020,2,1,Mischief,PM,Winter,Oakridge,3
4724,2013,8,1,Theft from Vehicle,AM,Summer,Grandview-Woodland,7
4725,2017,9,1,Mischief,PM,Autumn,West End,7
4726,2022,1,1,Theft from Vehicle,PM,Winter,Kitsilano,9
4727,2016,7,1,Offence Against a Person,AM,Summer,Arbutus Ridge,2
4728,2022,5,1,Theft of Vehicle,PM,Spring,Renfrew-Collingwood,3
4729,2022,8,1,Other Theft,PM,Summer,South Cambie,2
4730,2017,4,1,Theft of Vehicle,AM,Spring,Renfrew-Collingwood,1
4731,2018,7,1,Theft of Bicycle,PM,Summer,Stanley Park,3
4732,2021,6,1,Break and Enter Residential/Other,AM,Spring,Riley Park,7
4733,2016,9,1,Break and Enter Commercial,AM,Autumn,Strathcona,3
4734,2020,6,1,Mischief,AM,Summer,West Point Grey,1
4735,2020,3,1,Other Theft,PM,Spring,Kerrisdale,1
4736,2022,9,1,Break and Enter Residential/Other,PM,Summer,Sunset,3
4737,2021,5,1,Break and Enter Commercial,AM,Spring,Riley Park,4
4738,2018,6,1,Mischief,PM,Spring,Shaughnessy,1
4739,2022,4,1,Theft of Vehicle,PM,Spring,Kitsilano,2
4740,2016,4,1,Break and Enter Commercial,PM,Spring,Oakridge,3
4741,2021,11,1,Break and Enter Residential/Other,PM,Autumn,Strathcona,5
4742,2020,2,1,Theft from Vehicle,AM,Winter,Fairview,14
4743,2014,8,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Marpole,7
4744,2017,12,1,Mischief,AM,Autumn,Victoria-Fraserview,2
4745,2019,6,1,Theft from Vehicle,PM,Spring,Central Business District,204
4746,2021,1,1,Other Theft,AM,Winter,Victoria-Fraserview,2
4747,2020,12,1,Theft of Bicycle,PM,Winter,Fairview,1
4748,2013,7,1,Break and Enter Commercial,AM,Summer,Arbutus Ridge,1
4749,2017,1,1,Mischief,AM,Winter,Kitsilano,7
4750,2020,3,1,Break and Enter Residential/Other,PM,Spring,West End,1
4751,2015,1,1,Theft of Vehicle,PM,Winter,Kerrisdale,3
4752,2014,7,1,Offence Against a Person,AM,Summer,Fairview,8
4753,2015,9,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,West Point Grey,1
4754,2015,6,1,Other Theft,AM,Spring,Killarney,2
4755,2016,6,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Hastings-Sunrise,1
4756,2013,9,1,Break and Enter Residential/Other,AM,Summer,Renfrew-Collingwood,10
4757,2015,4,1,Theft of Bicycle,AM,Spring,Sunset,1
4758,2016,8,1,Other Theft,AM,Summer,South Cambie,1
4759,2015,7,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Riley Park,4
4760,2022,4,1,Other Theft,PM,Spring,Strathcona,27
4761,2018,9,1,Offence Against a Person,AM,Autumn,Kensington-Cedar Cottage,1
4762,2012,11,1,Mischief,PM,Autumn,Victoria-Fraserview,6
4763,2012,3,1,Theft from Vehicle,PM,Winter,Killarney,7
4764,2017,9,1,Theft of Bicycle,AM,Summer,Kitsilano,3
4765,2022,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Central Business District,9
4766,2021,7,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Fairview,2
4767,2017,9,1,Theft of Bicycle,PM,Autumn,Kensington-Cedar Cottage,2
4768,2020,12,1,Break and Enter Residential/Other,PM,Autumn,Strathcona,4
4769,2020,2,1,Other Theft,PM,Winter,Arbutus Ridge,3
4770,2018,12,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Sunset,4
4771,2016,3,1,Theft of Vehicle,PM,Winter,West End,8
4772,2017,9,1,Break and Enter Residential/Other,AM,Autumn,Renfrew-Collingwood,1
4773,2014,11,1,Theft of Bicycle,PM,Autumn,West End,5
4774,2020,9,1,Homicide,AM,Summer,Strathcona,1
4775,2013,7,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Renfrew-Collingwood,13
4776,2018,2,1,Theft from Vehicle,PM,Winter,Shaughnessy,13
4777,2020,3,1,Theft from Vehicle,PM,Spring,Fairview,24
4778,2019,6,1,Other Theft,PM,Spring,Kerrisdale,3
4779,2013,1,1,Theft of Bicycle,AM,Winter,Fairview,3
4780,2015,9,1,Other Theft,PM,Summer,Strathcona,17
4781,2020,2,1,Other Theft,AM,Winter,Kensington-Cedar Cottage,18
4782,2018,1,1,Theft from Vehicle,AM,Winter,Grandview-Woodland,25
4783,2015,7,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Oakridge,1
4784,2020,2,1,Theft from Vehicle,PM,Winter,Kensington-Cedar Cottage,21
4785,2020,2,1,Break and Enter Residential/Other,AM,Winter,Fairview,2
4786,2015,3,1,Break and Enter Commercial,PM,Winter,Strathcona,1
4787,2014,8,1,Other Theft,AM,Summer,Riley Park,5
4788,2018,12,1,Offence Against a Person,AM,Autumn,Oakridge,3
4789,2022,2,1,Mischief,PM,Winter,Shaughnessy,2
4790,2013,12,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Sunset,2
4791,2018,8,1,Theft from Vehicle,PM,Summer,Kerrisdale,9
4792,2013,5,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Fairview,2
4793,2014,8,1,Other Theft,PM,Summer,Kensington-Cedar Cottage,32
4794,2012,4,1,Break and Enter Commercial,AM,Spring,Kitsilano,4
4795,2020,9,1,Other Theft,PM,Summer,South Cambie,3
4796,2016,6,1,Theft from Vehicle,AM,Spring,Killarney,1
4797,2018,3,1,Theft from Vehicle,PM,Winter,Dunbar-Southlands,8
4798,2014,1,1,Mischief,AM,Winter,Kitsilano,4
4799,2015,5,1,Theft from Vehicle,PM,Spring,Strathcona,24
4800,2021,11,1,Mischief,AM,Autumn,Renfrew-Collingwood,5
4801,2017,12,1,Other Theft,AM,Autumn,Strathcona,13
4802,2020,6,1,Theft from Vehicle,AM,Spring,Marpole,4
4803,2022,1,1,Offence Against a Person,AM,Winter,Musqueam,1
4804,2018,3,1,Mischief,AM,Spring,Strathcona,6
4805,2022,4,1,Theft of Bicycle,AM,Spring,Kensington-Cedar Cottage,1
4806,2017,7,1,Mischief,AM,Summer,Marpole,1
4807,2020,7,1,Theft from Vehicle,PM,Summer,West End,50
4808,2016,6,1,Break and Enter Commercial,AM,Summer,Renfrew-Collingwood,2
4809,2012,10,1,Theft of Vehicle,PM,Autumn,Dunbar-Southlands,2
4810,2015,1,1,Other Theft,PM,Winter,Killarney,4
4811,2012,12,1,Mischief,PM,Autumn,Riley Park,2
4812,2019,2,1,Theft of Vehicle,AM,Winter,Sunset,2
4813,2016,9,1,Other Theft,PM,Summer,Arbutus Ridge,1
4814,2012,4,1,Mischief,AM,Spring,Sunset,8
4815,2019,6,1,Mischief,PM,Summer,Riley Park,3
4816,2020,6,1,Break and Enter Residential/Other,PM,Spring,Grandview-Woodland,6
4817,2019,12,1,Other Theft,AM,Autumn,Marpole,5
4818,2017,5,1,Theft of Bicycle,AM,Spring,West End,6
4819,2016,4,1,Theft of Bicycle,PM,Spring,Fairview,26
4820,2022,4,1,Offence Against a Person,AM,Spring,Marpole,4
4821,2016,8,1,Other Theft,AM,Summer,Central Business District,120
4822,2018,6,1,Theft of Bicycle,PM,Spring,Riley Park,3
4823,2018,9,1,Break and Enter Residential/Other,AM,Autumn,Central Business District,1
4824,2022,8,1,Theft from Vehicle,PM,Summer,Mount Pleasant,23
4825,2019,12,1,Break and Enter Commercial,AM,Autumn,Oakridge,2
4826,2021,5,1,Break and Enter Commercial,PM,Spring,Sunset,2
4827,2021,6,1,Offence Against a Person,AM,Summer,Strathcona,13
4828,2019,11,1,Break and Enter Commercial,AM,Autumn,Kensington-Cedar Cottage,7
4829,2020,2,1,Mischief,PM,Winter,Riley Park,6
4830,2021,5,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Fairview,3
4831,2018,10,1,Theft from Vehicle,AM,Autumn,Central Business District,145
4832,2018,7,1,Mischief,PM,Summer,Stanley Park,1
4833,2014,4,1,Offence Against a Person,AM,Spring,Victoria-Fraserview,5
4834,2022,9,1,Break and Enter Commercial,PM,Summer,Renfrew-Collingwood,3
4835,2021,9,1,Theft from Vehicle,PM,Summer,Killarney,7
4836,2017,9,1,Break and Enter Residential/Other,AM,Summer,West Point Grey,1
4837,2021,11,1,Other Theft,AM,Autumn,Grandview-Woodland,9
4838,2013,9,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Renfrew-Collingwood,2
4839,2018,12,1,Offence Against a Person,AM,Winter,Kerrisdale,2
4840,2015,10,1,Mischief,AM,Autumn,Mount Pleasant,10
4841,2013,7,1,Break and Enter Commercial,AM,Summer,Kensington-Cedar Cottage,3
4842,2014,6,1,Theft of Bicycle,AM,Spring,Renfrew-Collingwood,3
4843,2016,3,1,Theft of Vehicle,PM,Winter,Riley Park,3
4844,2021,7,1,Theft of Bicycle,PM,Summer,Killarney,1
4845,2018,11,1,Theft from Vehicle,PM,Autumn,Killarney,14
4846,2016,7,1,Theft of Vehicle,PM,Summer,Strathcona,9
4847,2018,7,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Strathcona,4
4848,2015,3,1,Offence Against a Person,AM,Spring,Mount Pleasant,7
4849,2022,12,1,Theft from Vehicle,AM,Autumn,West End,9
4850,2017,3,1,Theft from Vehicle,AM,Winter,Grandview-Woodland,12
4851,2015,8,1,Theft of Bicycle,PM,Summer,Riley Park,7
4852,2017,6,1,Theft from Vehicle,PM,Spring,Dunbar-Southlands,2
4853,2021,2,1,Offence Against a Person,AM,Winter,Killarney,3
4854,2013,5,1,Break and Enter Residential/Other,AM,Spring,Arbutus Ridge,2
4855,2012,5,1,Theft of Vehicle,AM,Spring,Killarney,1
4856,2016,6,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Riley Park,1
4857,2018,9,1,Theft of Bicycle,PM,Autumn,Kitsilano,1
4858,2015,6,1,Theft of Bicycle,PM,Summer,Kerrisdale,1
4859,2016,9,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Marpole,1
4860,2018,5,1,Theft of Bicycle,PM,Spring,Renfrew-Collingwood,2
4861,2014,6,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Kensington-Cedar Cottage,4
4862,2014,7,1,Break and Enter Residential/Other,AM,Summer,Central Business District,11
4863,2014,2,1,Break and Enter Residential/Other,PM,Winter,Kerrisdale,3
4864,2013,9,1,Theft of Bicycle,PM,Summer,Victoria-Fraserview,1
4865,2021,6,1,Theft from Vehicle,PM,Spring,Central Business District,53
4866,2017,12,1,Mischief,PM,Autumn,Oakridge,1
4867,2015,7,1,Theft from Vehicle,AM,Summer,Sunset,4
4868,2014,4,1,Theft of Bicycle,AM,Spring,Fairview,5
4869,2015,10,1,Theft from Vehicle,PM,Autumn,Killarney,13
4870,2021,1,1,Break and Enter Commercial,PM,Winter,Renfrew-Collingwood,2
4871,2022,6,1,Break and Enter Residential/Other,AM,Spring,Strathcona,2
4872,2012,1,1,Break and Enter Residential/Other,PM,Winter,Hastings-Sunrise,11
4873,2020,2,1,Offence Against a Person,AM,Winter,Sunset,5
4874,2012,6,1,Break and Enter Residential/Other,PM,Summer,Central Business District,1
4875,2017,6,1,Theft of Vehicle,AM,Spring,Dunbar-Southlands,1
4876,2016,5,1,Theft of Bicycle,PM,Spring,Kerrisdale,1
4877,2012,1,1,Mischief,PM,Winter,Killarney,9
4878,2013,12,1,Mischief,AM,Winter,Fairview,2
4879,2020,12,1,Offence Against a Person,AM,Autumn,Central Business District,62
4880,2015,11,1,Mischief,PM,Autumn,Oakridge,4
4881,2022,3,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Spring,Killarney,1
4882,2018,1,1,Mischief,AM,Winter,Victoria-Fraserview,4
4883,2014,12,1,Break and Enter Residential/Other,AM,Autumn,West Point Grey,1
4884,2016,5,1,Theft from Vehicle,PM,Spring,Dunbar-Southlands,23
4885,2022,3,1,Offence Against a Person,AM,Spring,West End,15
4886,2015,4,1,Break and Enter Residential/Other,PM,Spring,Riley Park,5
4887,2021,9,1,Theft from Vehicle,AM,Summer,Shaughnessy,1
4888,2021,3,1,Break and Enter Residential/Other,AM,Spring,Riley Park,1
4889,2013,6,1,Break and Enter Residential/Other,AM,Spring,Hastings-Sunrise,3
4890,2020,3,1,Theft of Vehicle,PM,Winter,Strathcona,3
4891,2022,2,1,Offence Against a Person,AM,Winter,South Cambie,1
4892,2013,11,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Fairview,4
4893,2012,3,1,Break and Enter Residential/Other,PM,Spring,Mount Pleasant,6
4894,2012,6,1,Theft from Vehicle,AM,Summer,Sunset,2
4895,2020,10,1,Theft from Vehicle,PM,Autumn,Dunbar-Southlands,6
4896,2013,2,1,Offence Against a Person,AM,Winter,Fairview,5
4897,2012,5,1,Other Theft,PM,Spring,West End,72
4898,2022,12,1,Theft from Vehicle,PM,Winter,Grandview-Woodland,5
4899,2018,11,1,Break and Enter Residential/Other,PM,Autumn,West Point Grey,6
4900,2018,4,1,Homicide,AM,Spring,Mount Pleasant,1
4901,2020,7,1,Theft of Bicycle,AM,Summer,Hastings-Sunrise,2
4902,2018,11,1,Theft of Bicycle,PM,Autumn,Dunbar-Southlands,1
4903,2013,8,1,Mischief,AM,Summer,Mount Pleasant,11
4904,2013,4,1,Theft of Vehicle,PM,Spring,West Point Grey,3
4905,2017,12,1,Theft of Vehicle,PM,Autumn,Marpole,1
4906,2022,12,1,Mischief,AM,Autumn,Victoria-Fraserview,2
4907,2012,11,1,Break and Enter Commercial,AM,Autumn,Arbutus Ridge,1
4908,2020,7,1,Theft from Vehicle,PM,Summer,West Point Grey,9
4909,2019,12,1,Mischief,PM,Winter,South Cambie,1
4910,2013,9,1,Theft of Vehicle,PM,Summer,Shaughnessy,1
4911,2014,9,1,Break and Enter Residential/Other,PM,Summer,Grandview-Woodland,7
4912,2021,7,1,Break and Enter Commercial,PM,Summer,Riley Park,2
4913,2019,8,1,Mischief,AM,Summer,Fairview,10
4914,2017,8,1,Theft of Vehicle,PM,Summer,Grandview-Woodland,9
4915,2019,7,1,Theft of Vehicle,AM,Summer,Dunbar-Southlands,1
4916,2012,4,1,Break and Enter Residential/Other,AM,Spring,Strathcona,2
4917,2016,6,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Summer,Mount Pleasant,1
4918,2019,4,1,Theft of Bicycle,PM,Spring,Kitsilano,5
4919,2020,2,1,Mischief,PM,Winter,South Cambie,2
4920,2022,4,1,Theft of Bicycle,AM,Spring,West Point Grey,1
4921,2019,12,1,Break and Enter Commercial,PM,Autumn,Marpole,1
4922,2015,6,1,Mischief,AM,Summer,Fairview,3
4923,2015,6,1,Theft from Vehicle,PM,Spring,Musqueam,1
4924,2017,2,1,Break and Enter Commercial,AM,Winter,Mount Pleasant,14
4925,2018,2,1,Break and Enter Residential/Other,AM,Winter,Fairview,3
4926,2014,12,1,Theft from Vehicle,PM,Winter,Killarney,3
4927,2016,12,1,Break and Enter Commercial,AM,Winter,Oakridge,1
4928,2012,6,1,Break and Enter Residential/Other,PM,Spring,Kerrisdale,1
4929,2016,6,1,Theft of Bicycle,PM,Summer,Arbutus Ridge,1
4930,2021,1,1,Theft of Bicycle,PM,Winter,Arbutus Ridge,2
4931,2014,11,1,Theft from Vehicle,PM,Autumn,Grandview-Woodland,30
4932,2012,10,1,Break and Enter Residential/Other,AM,Autumn,Grandview-Woodland,4
4933,2017,9,1,Theft from Vehicle,AM,Autumn,Riley Park,3
4934,2017,1,1,Other Theft,AM,Winter,Victoria-Fraserview,5
4935,2017,12,1,Mischief,PM,Winter,Grandview-Woodland,5
4936,2021,7,1,Theft of Bicycle,PM,Summer,Renfrew-Collingwood,6
4937,2014,6,1,Mischief,PM,Summer,Hastings-Sunrise,1
4938,2015,12,1,Theft from Vehicle,AM,Winter,Oakridge,1
4939,2018,12,1,Theft from Vehicle,AM,Autumn,Central Business District,99
4940,2013,4,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Spring,Kitsilano,1
4941,2013,1,1,Offence Against a Person,AM,Winter,Killarney,6
4942,2021,1,1,Mischief,PM,Winter,Renfrew-Collingwood,15
4943,2017,2,1,Mischief,AM,Winter,Shaughnessy,1
4944,2012,6,1,Theft of Vehicle,PM,Summer,Central Business District,1
4945,2012,8,1,Break and Enter Residential/Other,PM,Summer,South Cambie,5
4946,2017,5,1,Offence Against a Person,AM,Spring,Killarney,6
4947,2022,4,1,Break and Enter Commercial,AM,Spring,Killarney,1
4948,2015,5,1,Theft of Vehicle,PM,Spring,Kitsilano,7
4949,2015,11,1,Offence Against a Person,AM,Autumn,Kensington-Cedar Cottage,16
4950,2022,3,1,Theft of Bicycle,AM,Spring,West Point Grey,1
4951,2018,9,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Summer,Marpole,4
