,TYPE,YEAR,MONTH,NEIGHBOURHOOD,Lat,Long,SEASON
4694,Break and Enter Commercial,2020,9,Kitsilano,49.26234075233874,-123.15381711692876,Summer
4695,Other Theft,2019,9,South Cambie,49.254953453986985,-123.1152209834988,Summer
4696,Break and Enter Residential/Other,2021,9,Central Business District,49.27692607293805,-123.10880215333056,Summer
4697,Break and Enter Residential/Other,2018,1,Victoria-Fraserview,49.22688434699716,-123.07316270235468,Winter
4698,Other Theft,2022,2,Kitsilano,49.264107243913,-123.1724888774387,Winter
4699,Theft from Vehicle,2018,7,Central Business District,49.28246772422974,-123.1182103167794,Summer
4700,Break and Enter Commercial,2018,12,Strathcona,49.281066172646725,-123.08399427542508,Autumn
4701,Other Theft,2022,6,Mount Pleasant,49.26943417450941,-123.10669237780404,Spring
4702,Break and Enter Residential/Other,2019,3,Renfrew-Collingwood,49.25064666939404,-123.03701297816386,Winter
4703,Theft from Vehicle,2021,10,Sunset,49.22896960417191,-123.07749533922056,Autumn
4704,Theft from Vehicle,2018,6,Kitsilano,49.262298305434285,-123.1650667712265,Spring
4705,Theft from Vehicle,2019,10,West End,49.28478845915745,-123.1229366438762,Autumn
4706,Other Theft,2019,7,Central Business District,49.28139490308641,-123.11968666538311,Summer
4707,Other Theft,2020,10,Kensington-Cedar Cottage,49.25327352587559,-123.06609140494903,Autumn
4708,Mischief,2018,7,West End,49.28321719841234,-123.12693650043254,Summer
4709,Theft from Vehicle,2020,1,Renfrew-Collingwood,49.23695040714888,-123.02776124759164,Winter
4710,Other Theft,2022,12,Central Business District,49.2784131573258,-123.12823559012392,Autumn
4711,Break and Enter Commercial,2020,3,West End,49.286925057267176,-123.14137945453788,Spring
4712,Theft from Vehicle,2021,12,Marpole,49.21333350955203,-123.13896317063404,Autumn
4713,Other Theft,2021,5,Central Business District,49.28253946086779,-123.11814249232724,Spring
4714,Break and Enter Commercial,2020,4,Mount Pleasant,49.26651944251352,-123.10845232584258,Spring
4715,Break and Enter Commercial,2020,10,Central Business District,49.27506806518534,-123.12968629478924,Autumn
4716,Theft from Vehicle,2020,12,Kitsilano,49.27029035687738,-123.18001662940718,Autumn
4717,Other Theft,2018,4,Central Business District,49.28837124204332,-123.11658950421992,Spring
4718,Theft from Vehicle,2018,1,Central Business District,49.28537260874429,-123.11756679639409,Winter
4719,Break and Enter Residential/Other,2020,1,Kensington-Cedar Cottage,49.2364849248689,-123.08849632001186,Winter
4720,Break and Enter Commercial,2020,10,Central Business District,49.28125360761436,-123.10440242065356,Autumn
4721,Break and Enter Commercial,2021,5,Fairview,49.26616511413079,-123.13990392687698,Spring
4722,Other Theft,2019,7,Fairview,49.257854797795005,-123.13391899983024,Summer
4723,Theft from Vehicle,2019,11,Grandview-Woodland,49.271244293327534,-123.0670848301979,Autumn
4724,Break and Enter Residential/Other,2019,9,Oakridge,49.22874445426549,-123.11547989729594,Autumn
4725,Other Theft,2019,4,Stanley Park,49.295761271802185,-123.1499983882414,Spring
4726,Other Theft,2018,2,Grandview-Woodland,49.2811357012306,-123.06185916111674,Winter
4727,Theft from Vehicle,2020,5,Hastings-Sunrise,49.28015683955335,-123.0378006925386,Spring
4728,Theft from Vehicle,2021,12,Marpole,49.20890464604118,-123.12890393473214,Autumn
4729,Other Theft,2019,11,Central Business District,49.28795479724141,-123.11990958872764,Autumn
4730,Theft from Vehicle,2020,9,Central Business District,49.27441592951052,-123.11756066094986,Summer
4731,Theft of Bicycle,2022,7,Kensington-Cedar Cottage,49.24854076502074,-123.06414755247675,Summer
4732,Other Theft,2020,8,Central Business District,49.27915925562854,-123.11309954785956,Summer
4733,Theft from Vehicle,2020,2,Kensington-Cedar Cottage,49.24514329831261,-123.06517369990024,Winter
4734,Theft from Vehicle,2019,1,Kensington-Cedar Cottage,49.234917297917846,-123.06550030013548,Winter
4735,Theft from Vehicle,2018,6,Kitsilano,49.2614448697589,-123.17478694542312,Spring
4736,Theft from Vehicle,2020,11,Central Business District,49.29230535691937,-123.13180874936928,Autumn
4737,Theft from Vehicle,2018,4,Mount Pleasant,49.26336124180119,-123.08323236632133,Spring
4738,Break and Enter Residential/Other,2021,1,Shaughnessy,49.25354803644665,-123.13703153216969,Winter
4739,Theft of Bicycle,2020,8,South Cambie,49.24559918670767,-123.12759004045432,Summer
4740,Mischief,2022,2,Renfrew-Collingwood,49.23695040714888,-123.02776124759164,Winter
4741,Theft from Vehicle,2019,3,Victoria-Fraserview,49.2125644848712,-123.06393677890787,Winter
4742,Vehicle Collision or Pedestrian Struck (with Injury),2020,1,Mount Pleasant,49.26038898997107,-123.11492503681151,Winter
4743,Break and Enter Commercial,2018,2,Renfrew-Collingwood,49.237115568316746,-123.03186909185824,Winter
4744,Theft of Vehicle,2019,1,Hastings-Sunrise,49.282954823275794,-123.05643646913272,Winter
4745,Other Theft,2021,4,Central Business District,49.28135749948117,-123.10213649895891,Spring
4746,Theft from Vehicle,2019,5,Central Business District,49.28354638224082,-123.116429852334,Spring
4747,Other Theft,2018,4,Kitsilano,49.27191213413143,-123.15506609319957,Spring
4748,Mischief,2020,9,Mount Pleasant,49.26736160189612,-123.10465716822928,Summer
4749,Other Theft,2020,3,Kensington-Cedar Cottage,49.262269799445896,-123.06820986733196,Winter
4750,Other Theft,2019,6,Strathcona,49.2810551158321,-123.08351640897877,Summer
4751,Other Theft,2019,11,Fairview,49.26046282878714,-123.1164595549408,Autumn
4752,Theft of Vehicle,2018,9,Grandview-Woodland,49.26954227824784,-123.06961256163883,Summer
4753,Other Theft,2020,7,Kitsilano,49.27291798737402,-123.15252455178737,Summer
4754,Theft from Vehicle,2021,5,Central Business District,49.28032509821285,-123.12139319987811,Spring
4755,Other Theft,2018,2,Central Business District,49.2823088065011,-123.11830254195398,Winter
4756,Mischief,2022,4,Central Business District,49.28253946086779,-123.11814249232724,Spring
4757,Theft from Vehicle,2020,11,Fairview,49.26337753094997,-123.1273967856892,Autumn
4758,Theft from Vehicle,2019,4,Strathcona,49.27920389833132,-123.08488009956504,Spring
4759,Other Theft,2018,3,Central Business District,49.28203995527481,-123.12078124596351,Winter
4760,Theft from Vehicle,2018,10,Fairview,49.26506750842333,-123.123412462402,Autumn
4761,Mischief,2018,7,Strathcona,49.28228899946804,-123.09963089960524,Summer
4762,Theft of Vehicle,2022,12,Grandview-Woodland,49.28024260600464,-123.07036618103614,Winter
4763,Theft from Vehicle,2019,6,Fairview,49.27108998902167,-123.14092589469682,Spring
4764,Mischief,2021,9,Hastings-Sunrise,49.28867316167127,-123.04880087938082,Summer
4765,Mischief,2022,2,Kensington-Cedar Cottage,49.24757953766167,-123.06327963221776,Winter
4766,Theft of Bicycle,2018,2,Central Business District,49.283183007936586,-123.10127253718102,Winter
4767,Theft from Vehicle,2020,10,Grandview-Woodland,49.28747033872942,-123.05735881078226,Autumn
4768,Other Theft,2018,6,Central Business District,49.27650190208551,-123.12518960485237,Spring
4769,Vehicle Collision or Pedestrian Struck (with Injury),2019,11,Central Business District,49.279243547249976,-123.1230532341046,Autumn
4770,Other Theft,2019,5,Mount Pleasant,49.26288940843533,-123.09885631232513,Spring
4771,Theft from Vehicle,2020,11,Central Business District,49.28357067602039,-123.10352059001714,Autumn
4772,Break and Enter Residential/Other,2018,5,Marpole,49.21152597034362,-123.12870111904294,Spring
4773,Theft from Vehicle,2019,5,Central Business District,49.28401969806531,-123.113830099776,Spring
4774,Theft of Vehicle,2021,5,Victoria-Fraserview,49.21136984056608,-123.06075407649998,Spring
4775,Theft of Vehicle,2021,10,Mount Pleasant,49.2603634133986,-123.10782329010944,Autumn
4776,Theft from Vehicle,2019,11,West End,49.29000684507305,-123.1375585132591,Autumn
4777,Theft from Vehicle,2021,11,Kitsilano,49.271970687222606,-123.15978356580808,Autumn
4778,Mischief,2020,9,Strathcona,49.283090022084906,-123.09203710660373,Summer
4779,Theft of Vehicle,2018,12,Marpole,49.20666690010357,-123.14221871804536,Winter
4780,Mischief,2021,9,Central Business District,49.28146028807676,-123.10315642566206,Summer
4781,Other Theft,2022,12,Sunset,49.21069199319222,-123.09920889068216,Winter
4782,Theft from Vehicle,2021,2,Hastings-Sunrise,49.26378392694225,-123.03519563634664,Winter
4783,Other Theft,2021,12,West End,49.285370563678725,-123.12612192015033,Autumn
4784,Break and Enter Commercial,2021,6,Fairview,49.26337753094997,-123.1273967856892,Spring
4785,Theft from Vehicle,2019,6,Arbutus Ridge,49.24131462270037,-123.16813489130274,Summer
4786,Break and Enter Residential/Other,2021,7,Central Business District,49.2831616592928,-123.11316228375362,Summer
4787,Other Theft,2018,11,Central Business District,49.28026376376111,-123.1213982548006,Autumn
4788,Theft from Vehicle,2018,12,Dunbar-Southlands,49.241441766975775,-123.1804103125975,Autumn
4789,Theft of Vehicle,2022,6,Hastings-Sunrise,49.281159297787866,-123.04933630030035,Spring
4790,Mischief,2020,2,Kensington-Cedar Cottage,49.23447463066011,-123.06554826523973,Winter
4791,Mischief,2019,8,Grandview-Woodland,49.27961061955641,-123.05926509405823,Summer
4792,Theft from Vehicle,2018,9,Mount Pleasant,49.26339283920106,-123.08709491739717,Summer
4793,Break and Enter Commercial,2022,3,Central Business District,49.28094564032671,-123.10715115113877,Spring
4794,Mischief,2018,4,Central Business District,49.27972139071688,-123.11717799969796,Spring
4795,Other Theft,2018,11,Mount Pleasant,49.27125768556278,-123.10600965334508,Autumn
4796,Theft from Vehicle,2020,8,Central Business District,49.27862339926124,-123.108882495288,Summer
4797,Theft from Vehicle,2021,12,Kerrisdale,49.23441370066919,-123.14472260003872,Autumn
4798,Other Theft,2019,8,South Cambie,49.23429205008452,-123.12800128263125,Summer
4799,Other Theft,2022,11,Central Business District,49.27866803272637,-123.10878479690606,Autumn
4800,Other Theft,2021,4,Central Business District,49.28366383979149,-123.12212092406229,Spring
4801,Theft from Vehicle,2018,2,Dunbar-Southlands,49.24042847737468,-123.18533505202736,Winter
4802,Mischief,2018,5,Central Business District,49.28148978091667,-123.10438903075917,Spring
4803,Theft from Vehicle,2018,1,Killarney,49.20606843283941,-123.04894317196752,Winter
4804,Mischief,2021,8,Strathcona,49.28115672219305,-123.0879305830456,Summer
4805,Theft from Vehicle,2018,9,Kitsilano,49.26380037472586,-123.1541428586649,Summer
4806,Other Theft,2020,1,Central Business District,49.28571374968379,-123.11437155263324,Winter
4807,Theft from Vehicle,2019,11,West End,49.29234082838765,-123.13425525461776,Autumn
4808,Other Theft,2021,6,Sunset,49.224608364297566,-123.09358834448972,Spring
4809,Theft of Bicycle,2021,8,Kensington-Cedar Cottage,49.24502705672223,-123.06480874496434,Summer
4810,Other Theft,2018,1,Central Business District,49.28515211852278,-123.11417739994884,Winter
4811,Other Theft,2020,9,Killarney,49.22011868072487,-123.040194592677,Autumn
4812,Theft from Vehicle,2022,1,Shaughnessy,49.24311009275233,-123.13011388158375,Winter
4813,Mischief,2018,3,West End,49.28652421203636,-123.127893344819,Winter
4814,Other Theft,2018,5,Central Business District,49.27816145536246,-123.12766335870234,Spring
4815,Theft from Vehicle,2018,5,Central Business District,49.28406629963799,-123.10995140058276,Spring
4816,Theft of Bicycle,2019,11,Central Business District,49.27782299410824,-123.12892750922832,Autumn
4817,Theft from Vehicle,2019,5,Killarney,49.21793652591165,-123.03960178349332,Spring
4818,Mischief,2022,6,Grandview-Woodland,49.27213329520602,-123.06430048481457,Spring
4819,Other Theft,2022,5,West End,49.2859081763165,-123.1396344430462,Spring
4820,Theft from Vehicle,2019,8,Central Business District,49.27413162374125,-123.12487314957625,Summer
4821,Other Theft,2022,9,Renfrew-Collingwood,49.232055547564094,-123.03122532523884,Autumn
4822,Other Theft,2020,8,Fairview,49.25995439261808,-123.13866195325936,Summer
4823,Other Theft,2018,1,Kensington-Cedar Cottage,49.24514329561559,-123.06517369714878,Winter
4824,Theft from Vehicle,2021,12,Central Business District,49.28127491019612,-123.10898960215746,Autumn
4825,Mischief,2018,4,West End,49.27850145938622,-123.13268997390357,Spring
4826,Other Theft,2018,9,Central Business District,49.27504453483747,-123.12366868175768,Summer
4827,Break and Enter Residential/Other,2020,4,Central Business District,49.278591839797365,-123.12393627564742,Spring
4828,Theft from Vehicle,2020,6,Killarney,49.20691374353624,-123.0511367995958,Summer
4829,Other Theft,2022,9,Strathcona,49.28130590492008,-123.09966420043202,Summer
4830,Theft from Vehicle,2022,8,Central Business District,49.28176373835844,-123.11545133477505,Summer
4831,Other Theft,2019,5,Mount Pleasant,49.268730965016175,-123.11279619635388,Spring
4832,Other Theft,2018,12,West End,49.28590274398264,-123.13303357189288,Winter
4833,Other Theft,2019,9,West End,49.28275273838009,-123.13473663050485,Summer
4834,Other Theft,2018,4,Hastings-Sunrise,49.28120462102069,-123.05240295353066,Spring
4835,Theft from Vehicle,2020,3,Central Business District,49.279623696881785,-123.1205385215718,Winter
4836,Other Theft,2018,7,Central Business District,49.28464437294436,-123.11035592939793,Summer
4837,Other Theft,2019,10,Central Business District,49.283981197886696,-123.11379989390625,Autumn
4838,Theft from Vehicle,2018,11,Kitsilano,49.2673375014923,-123.15754760017956,Autumn
4839,Other Theft,2021,4,West End,49.28538053145348,-123.13882342743148,Spring
4840,Theft from Vehicle,2020,2,West End,49.28700139790602,-123.12853689962752,Winter
4841,Other Theft,2022,5,Marpole,49.21418321400907,-123.10994994335869,Spring
4842,Mischief,2019,1,Mount Pleasant,49.26230794057248,-123.09501873739563,Winter
4843,Other Theft,2019,3,Fairview,49.263404670405606,-123.12912113762611,Winter
4844,Theft from Vehicle,2022,11,Central Business District,49.28341269406119,-123.11093769316354,Autumn
4845,Other Theft,2022,6,Renfrew-Collingwood,49.25816374910402,-123.03698586568773,Summer
4846,Theft from Vehicle,2021,10,Hastings-Sunrise,49.27119470209521,-123.02372877956688,Autumn
4847,Theft from Vehicle,2019,1,Sunset,49.2266152190309,-123.09946877795596,Winter
4848,Other Theft,2022,4,Central Business District,49.27879657324933,-123.1077023266512,Spring
4849,Theft from Vehicle,2022,10,Mount Pleasant,49.25709660567944,-123.08154981108984,Autumn
4850,Theft from Vehicle,2019,5,Grandview-Woodland,49.26413749607345,-123.05806012523036,Spring
4851,Other Theft,2022,5,Mount Pleasant,49.27016036416431,-123.10280755790848,Spring
4852,Theft from Vehicle,2018,3,Riley Park,49.24982177562423,-123.11530509165532,Winter
4853,Theft of Bicycle,2022,1,Central Business District,49.28140209325267,-123.10033439688874,Winter
4854,Vehicle Collision or Pedestrian Struck (with Injury),2022,6,Sunset,49.21376207133368,-123.07711213974592,Summer
4855,Other Theft,2018,7,Kitsilano,49.26293759205511,-123.15979270145274,Summer
4856,Break and Enter Commercial,2018,8,Strathcona,49.27089854242277,-123.0895279298926,Summer
4857,Theft of Bicycle,2019,8,Central Business District,49.28540493804128,-123.11975086497505,Summer
4858,Other Theft,2021,9,Kerrisdale,49.21684149921468,-123.15456023532636,Summer
4859,Theft from Vehicle,2019,1,Strathcona,49.2791638073666,-123.08006759270856,Winter
4860,Other Theft,2020,2,Renfrew-Collingwood,49.25816374910402,-123.03698586568773,Winter
4861,Theft of Bicycle,2021,3,Strathcona,49.28185060227745,-123.09946611047818,Winter
4862,Theft from Vehicle,2018,4,Grandview-Woodland,49.27221316604714,-123.07397040777327,Spring
4863,Break and Enter Commercial,2020,2,Grandview-Woodland,49.264615118669866,-123.06968652442356,Winter
4864,Break and Enter Residential/Other,2019,5,Central Business District,49.282992289921545,-123.11216600501824,Spring
4865,Vehicle Collision or Pedestrian Struck (with Injury),2020,6,Victoria-Fraserview,49.21108472445325,-123.072082775841,Summer
4866,Other Theft,2020,12,Hastings-Sunrise,49.26960458143822,-123.05626135907166,Autumn
4867,Theft from Vehicle,2022,8,Central Business District,49.27572327324615,-123.12722870616471,Summer
4868,Other Theft,2020,3,West End,49.28225754960578,-123.13272881609956,Winter
4869,Other Theft,2019,6,Strathcona,49.28314689731118,-123.0976498100675,Spring
4870,Theft from Vehicle,2022,10,Hastings-Sunrise,49.286680037043446,-123.0466176287603,Autumn
4871,Other Theft,2020,12,Kensington-Cedar Cottage,49.244596829517455,-123.0607284751552,Autumn
4872,Theft from Vehicle,2018,10,Riley Park,49.24331859850869,-123.10856068938764,Autumn
4873,Theft from Vehicle,2020,1,Sunset,49.21352334420602,-123.09861946815468,Winter
4874,Mischief,2019,10,Central Business District,49.28441356162228,-123.11238089287376,Autumn
